Days Since 2010, Injected, Date, Day, Weight (lb), Weight (2023),Delta,Delta 2023
1228,,2013-06-13,06-13,355.8,,,
1229,,2013-06-14,06-14,355.9,,,
1229,true,2013-06-15,06-15,357.8,,,
1231,,2013-06-16,06-16,359.7,,,
1232,,2013-06-17,06-17,358.7,,,
1233,,2013-06-18,06-18,361.1,,,
1234,,2013-06-19,06-19,356.7,,,
1235,,2013-06-20,06-20,360.6,,,
1236,,2013-06-21,06-21,359.1,,,
1237,,2013-06-22,06-22,362.2,,,
1238,,2013-06-23,06-23,362.3,,,
1239,,2013-06-24,06-24,359.6,,,
1240,,2013-06-25,06-25,358.8,,,
1241,,2013-06-26,06-26,356.5,,,
1241,true,2013-06-27,06-27,357.6,,,
1243,,2013-06-28,06-28,358.7,,,
1244,,2013-06-29,06-29,356.2,,,
1245,,2013-06-30,06-30,360.6,,,
1246,,2013-07-01,07-01,359.9,,,
1247,,2013-07-02,07-02,356.7,,,
1248,,2013-07-03,07-03,357.9,,,
1249,,2013-07-04,07-04,359.7,,,
1250,,2013-07-05,07-05,360,,,
1251,,2013-07-06,07-06,362.4,,,
1252,,2013-07-07,07-07,361.4,,,
1253,,2013-07-08,07-08,362.4,,,
1254,,2013-07-09,07-09,364.3,,,
1255,,2013-07-10,07-10,360.2,,,
1255,true,2013-07-11,07-11,358.3,,,
1257,,2013-07-12,07-12,356.3,,,
1257,true,2013-07-13,07-13,358.3,,,
1259,,2013-07-14,07-14,360.3,,,
1260,,2013-07-15,07-15,362.2,,,
1261,,2013-07-16,07-16,361.4,,,
1261,true,2013-07-17,07-17,360.7,,,
1263,,2013-07-18,07-18,359.9,,,
1264,,2013-07-19,07-19,357.8,,,
1265,,2013-07-20,07-20,361.3,,,
1266,,2013-07-21,07-21,360.7,,,
1266,true,2013-07-22,07-22,360.7,,,
1268,,2013-07-23,07-23,360.6,,,
1269,,2013-07-24,07-24,361.1,,,
1270,,2013-07-25,07-25,363.5,,,
1271,,2013-07-26,07-26,363.3,,,
1272,,2013-07-27,07-27,363.5,,,
1273,,2013-07-28,07-28,364,,,
1274,,2013-07-29,07-29,363.8,,,
1275,,2013-07-30,07-30,363.7,,,
1276,,2013-07-31,07-31,359.7,,,
1277,,2013-08-01,08-01,361.6,,,
1278,,2013-08-02,08-02,360.8,,,
1279,,2013-08-03,08-03,358.6,,,
1279,true,2013-08-04,08-04,359.1,,,
1280,true,2013-08-05,08-05,359.6,,,
1281,true,2013-08-06,08-06,360.1,,,
1282,true,2013-08-07,08-07,360.6,,,
1284,,2013-08-08,08-08,361.1,,,
1285,,2013-08-09,08-09,358.3,,,
1286,,2013-08-10,08-10,363.1,,,
1287,,2013-08-11,08-11,362.5,,,
1288,,2013-08-12,08-12,365.3,,,
1288,true,2013-08-13,08-13,362,,,
1290,,2013-08-14,08-14,358.7,,,
1291,,2013-08-15,08-15,362.1,,,
1292,,2013-08-16,08-16,358.5,,,
1293,,2013-08-17,08-17,362,,,
1294,,2013-08-18,08-18,362.1,,,
1295,,2013-08-19,08-19,361.7,,,
1295,true,2013-08-20,08-20,360.8,,,
1297,,2013-08-21,08-21,359.8,,,
1298,,2013-08-22,08-22,362.2,,,
1299,,2013-08-23,08-23,361.6,,,
1300,,2013-08-24,08-24,364.4,,,
1301,,2013-08-25,08-25,364.6,,,
1302,,2013-08-26,08-26,362.8,,,
1302,true,2013-08-27,08-27,364.2,,,
1304,,2013-08-28,08-28,365.6,,,
1305,,2013-08-29,08-29,363.7,,,
1306,,2013-08-30,08-30,361.9,,,
1307,,2013-08-31,08-31,365.4,,,
1308,,2013-09-01,09-01,368.2,,,
1309,,2013-09-02,09-02,364.6,,,
1309,true,2013-09-03,09-03,363.5,,,
1311,,2013-09-04,09-04,362.4,,,
1311,true,2013-09-05,09-05,362.8,,,
1312,true,2013-09-06,09-06,363.1,,,
1314,,2013-09-07,09-07,363.5,,,
1315,,2013-09-08,09-08,364.5,,,
1316,,2013-09-09,09-09,365.4,,,
1316,true,2013-09-10,09-10,364.5,,,
1317,true,2013-09-11,09-11,363.7,,,
1318,true,2013-09-12,09-12,362.9,,,
1320,,2013-09-13,09-13,362,,,
1320,true,2013-09-14,09-14,362.1,,,
1321,true,2013-09-15,09-15,362.1,,,
1323,,2013-09-16,09-16,362.2,,,
1324,,2013-09-17,09-17,361.1,,,
1325,,2013-09-18,09-18,360.3,,,
1326,,2013-09-19,09-19,358.1,,,
1327,,2013-09-20,09-20,357.7,,,
1328,,2013-09-21,09-21,359.4,,,
1329,,2013-09-22,09-22,360,,,
1330,,2013-09-23,09-23,365,,,
1330,true,2013-09-24,09-24,364.8,,,
1332,,2013-09-25,09-25,364.5,,,
1332,true,2013-09-26,09-26,362.4,,,
1334,,2013-09-27,09-27,360.3,,,
1335,,2013-09-28,09-28,362.8,,,
1335,true,2013-09-29,09-29,364,,,
1336,true,2013-09-30,09-30,365.3,,,
1338,,2013-10-01,10-01,366.5,,,
1339,,2013-10-02,10-02,365.7,,,
1340,,2013-10-03,10-03,362.1,,,
1341,,2013-10-04,10-04,361.4,,,
1341,true,2013-10-05,10-05,361.5,,,
1342,true,2013-10-06,10-06,361.5,,,
1343,true,2013-10-07,10-07,361.6,,,
1344,true,2013-10-08,10-08,361.6,,,
1345,true,2013-10-09,10-09,361.7,,,
1346,true,2013-10-10,10-10,361.7,,,
1347,true,2013-10-11,10-11,361.8,,,
1348,true,2013-10-12,10-12,361.8,,,
1349,true,2013-10-13,10-13,361.9,,,
1350,true,2013-10-14,10-14,361.9,,,
1351,true,2013-10-15,10-15,362,,,
1352,true,2013-10-16,10-16,362,,,
1353,true,2013-10-17,10-17,362.1,,,
1354,true,2013-10-18,10-18,362.1,,,
1355,true,2013-10-19,10-19,362.2,,,
1356,true,2013-10-20,10-20,362.2,,,
1357,true,2013-10-21,10-21,362.3,,,
1358,true,2013-10-22,10-22,362.3,,,
1360,,2013-10-23,10-23,362.4,,,
1360,true,2013-10-24,10-24,362.8,,,
1361,true,2013-10-25,10-25,363.1,,,
1362,true,2013-10-26,10-26,363.5,,,
1363,true,2013-10-27,10-27,363.9,,,
1364,true,2013-10-28,10-28,364.2,,,
1365,true,2013-10-29,10-29,364.6,,,
1366,true,2013-10-30,10-30,365,,,
1367,true,2013-10-31,10-31,365.4,,,
1368,true,2013-11-01,11-01,365.7,,,
1369,true,2013-11-02,11-02,366.1,,,
1370,true,2013-11-03,11-03,366.5,,,
1371,true,2013-11-04,11-04,366.8,,,
1372,true,2013-11-05,11-05,367.2,,,
1373,true,2013-11-06,11-06,367.6,,,
1374,true,2013-11-07,11-07,367.9,,,
1375,true,2013-11-08,11-08,368.3,,,
1376,true,2013-11-09,11-09,368.7,,,
1377,true,2013-11-10,11-10,369,,,
1378,true,2013-11-11,11-11,369.4,,,
1379,true,2013-11-12,11-12,369.8,,,
1380,true,2013-11-13,11-13,370.2,,,
1381,true,2013-11-14,11-14,370.5,,,
1382,true,2013-11-15,11-15,370.9,,,
1383,true,2013-11-16,11-16,371.3,,,
1384,true,2013-11-17,11-17,371.6,,,
1385,true,2013-11-18,11-18,372,,,
1386,true,2013-11-19,11-19,372.4,,,
1387,true,2013-11-20,11-20,372.7,,,
1388,true,2013-11-21,11-21,373.1,,,
1389,true,2013-11-22,11-22,373.5,,,
1390,true,2013-11-23,11-23,373.9,,,
1391,true,2013-11-24,11-24,374.2,,,
1392,true,2013-11-25,11-25,374.6,,,
1393,true,2013-11-26,11-26,375,,,
1394,true,2013-11-27,11-27,375.3,,,
1395,true,2013-11-28,11-28,375.7,,,
1396,true,2013-11-29,11-29,376.1,,,
1397,true,2013-11-30,11-30,376.4,,,
1398,true,2013-12-01,12-01,376.8,,,
1399,true,2013-12-02,12-02,377.2,,,
1400,true,2013-12-03,12-03,377.5,,,
1401,true,2013-12-04,12-04,377.9,,,
1402,true,2013-12-05,12-05,378.3,,,
1403,true,2013-12-06,12-06,378.7,,,
1404,true,2013-12-07,12-07,379,,,
1405,true,2013-12-08,12-08,379.4,,,
1406,true,2013-12-09,12-09,379.8,,,
1407,true,2013-12-10,12-10,380.1,,,
1408,true,2013-12-11,12-11,380.5,,,
1409,true,2013-12-12,12-12,380.9,,,
1410,true,2013-12-13,12-13,381.2,,,
1411,true,2013-12-14,12-14,381.6,,,
1412,true,2013-12-15,12-15,382,,,
1413,true,2013-12-16,12-16,382.3,,,
1414,true,2013-12-17,12-17,382.7,,,
1415,true,2013-12-18,12-18,383.1,,,
1416,true,2013-12-19,12-19,383.5,,,
1417,true,2013-12-20,12-20,383.8,,,
1418,true,2013-12-21,12-21,384.2,,,
1419,true,2013-12-22,12-22,384.6,,,
1420,true,2013-12-23,12-23,384.9,,,
1421,true,2013-12-24,12-24,385.3,,,
1422,true,2013-12-25,12-25,385.7,,,
1423,true,2013-12-26,12-26,386,,,
1424,true,2013-12-27,12-27,386.4,,,
1425,true,2013-12-28,12-28,386.8,,,
1426,true,2013-12-29,12-29,387.2,,,
1427,true,2013-12-30,12-30,387.5,,,
1428,true,2013-12-31,12-31,387.9,,,
1429,true,2014-01-01,01-01,388.3,,,
1430,true,2014-01-02,01-02,388.6,,,
1431,true,2014-01-03,01-03,389,,,
1432,true,2014-01-04,01-04,389.4,,,
1433,true,2014-01-05,01-05,389.7,,,
1434,true,2014-01-06,01-06,390.1,,,
1435,true,2014-01-07,01-07,390.5,,,
1436,true,2014-01-08,01-08,390.8,,,
1437,true,2014-01-09,01-09,391.2,,,
1438,true,2014-01-10,01-10,391.6,,,
1439,true,2014-01-11,01-11,392,,,
1440,true,2014-01-12,01-12,392.3,,,
1441,true,2014-01-13,01-13,392.7,,,
1442,true,2014-01-14,01-14,393.1,,,
1443,true,2014-01-15,01-15,393.4,,,
1444,true,2014-01-16,01-16,393.8,,,
1445,true,2014-01-17,01-17,394.2,,,
1446,true,2014-01-18,01-18,394.5,,,
1447,true,2014-01-19,01-19,394.9,,,
1448,true,2014-01-20,01-20,395.3,,,
1449,true,2014-01-21,01-21,395.6,,,
1450,true,2014-01-22,01-22,396,,,
1451,true,2014-01-23,01-23,396.4,,,
1452,true,2014-01-24,01-24,396.8,,,
1453,true,2014-01-25,01-25,397.1,,,
1454,true,2014-01-26,01-26,397.5,,,
1455,true,2014-01-27,01-27,397.9,,,
1456,true,2014-01-28,01-28,398.2,,,
1457,true,2014-01-29,01-29,398.6,,,
1458,true,2014-01-30,01-30,399,,,
1459,true,2014-01-31,01-31,399.3,,,
1460,true,2014-02-01,02-01,399.7,,,
1461,true,2014-02-02,02-02,400.1,,,
1462,true,2014-02-03,02-03,400.5,,,
1463,true,2014-02-04,02-04,400.8,,,
1464,true,2014-02-05,02-05,401.2,,,
1465,true,2014-02-06,02-06,401.6,,,
1466,true,2014-02-07,02-07,401.9,,,
1467,true,2014-02-08,02-08,402.3,,,
1468,true,2014-02-09,02-09,402.7,,,
1469,true,2014-02-10,02-10,403,,,
1470,true,2014-02-11,02-11,403.4,,,
1471,true,2014-02-12,02-12,403.8,,,
1472,true,2014-02-13,02-13,404.1,,,
1473,true,2014-02-14,02-14,404.5,,,
1474,true,2014-02-15,02-15,404.9,,,
1475,true,2014-02-16,02-16,405.3,,,
1476,true,2014-02-17,02-17,405.6,,,
1477,true,2014-02-18,02-18,406,,,
1478,true,2014-02-19,02-19,406.4,,,
1479,true,2014-02-20,02-20,406.7,,,
1480,true,2014-02-21,02-21,407.1,,,
1481,true,2014-02-22,02-22,407.5,,,
1482,true,2014-02-23,02-23,407.8,,,
1483,true,2014-02-24,02-24,408.2,,,
1484,true,2014-02-25,02-25,408.6,,,
1485,true,2014-02-26,02-26,408.9,,,
1486,true,2014-02-27,02-27,409.3,,,
1487,true,2014-02-28,02-28,409.7,,,
1488,true,2014-03-01,03-01,410.1,,,
1489,true,2014-03-02,03-02,410.4,,,
1490,true,2014-03-03,03-03,410.8,,,
1491,true,2014-03-04,03-04,411.2,,,
1492,true,2014-03-05,03-05,411.5,,,
1493,true,2014-03-06,03-06,411.9,,,
1494,true,2014-03-07,03-07,412.3,,,
1495,true,2014-03-08,03-08,412.6,,,
1496,true,2014-03-09,03-09,413,,,
1497,true,2014-03-10,03-10,413.4,,,
1498,true,2014-03-11,03-11,413.8,,,
1499,true,2014-03-12,03-12,414.1,,,
1500,true,2014-03-13,03-13,414.5,,,
1501,true,2014-03-14,03-14,414.9,,,
1502,true,2014-03-15,03-15,415.2,,,
1503,true,2014-03-16,03-16,415.6,,,
1504,true,2014-03-17,03-17,416,,,
1505,true,2014-03-18,03-18,416.3,,,
1506,true,2014-03-19,03-19,416.7,,,
1507,true,2014-03-20,03-20,417.1,,,
1508,true,2014-03-21,03-21,417.4,,,
1509,true,2014-03-22,03-22,417.8,,,
1510,true,2014-03-23,03-23,418.2,,,
1511,true,2014-03-24,03-24,418.6,,,
1512,true,2014-03-25,03-25,418.9,,,
1513,true,2014-03-26,03-26,419.3,,,
1514,true,2014-03-27,03-27,419.7,,,
1515,true,2014-03-28,03-28,420,,,
1517,,2014-03-29,03-29,420.4,,,
1518,,2014-03-30,03-30,418.5,,,
1518,true,2014-03-31,03-31,418.1,,,
1519,true,2014-04-01,04-01,417.6,,,
1520,true,2014-04-02,04-02,417.2,,,
1522,,2014-04-03,04-03,416.7,,,
1523,,2014-04-04,04-04,416.2,,,
1523,true,2014-04-05,04-05,417.6,,,
1524,true,2014-04-06,04-06,419,,,
1526,,2014-04-07,04-07,420.4,,,
1526,true,2014-04-08,04-08,424.1,,,
1528,,2014-04-09,04-09,427.7,,,
1529,,2014-04-10,04-10,420.2,,,
1530,,2014-04-11,04-11,420.6,,,
1531,,2014-04-12,04-12,423.1,,,
1531,true,2014-04-13,04-13,423.2,,,
1532,true,2014-04-14,04-14,423.3,,,
1533,true,2014-04-15,04-15,423.3,,,
1534,true,2014-04-16,04-16,423.4,,,
1535,true,2014-04-17,04-17,423.5,,,
1536,true,2014-04-18,04-18,423.6,,,
1537,true,2014-04-19,04-19,423.6,,,
1538,true,2014-04-20,04-20,423.7,,,
1539,true,2014-04-21,04-21,423.8,,,
1540,true,2014-04-22,04-22,423.9,,,
1541,true,2014-04-23,04-23,424,,,
1542,true,2014-04-24,04-24,424,,,
1543,true,2014-04-25,04-25,424.1,,,
1544,true,2014-04-26,04-26,424.2,,,
1545,true,2014-04-27,04-27,424.3,,,
1546,true,2014-04-28,04-28,424.3,,,
1547,true,2014-04-29,04-29,424.4,,,
1548,true,2014-04-30,04-30,424.5,,,
1549,true,2014-05-01,05-01,424.6,,,
1550,true,2014-05-02,05-02,424.7,,,
1551,true,2014-05-03,05-03,424.7,,,
1552,true,2014-05-04,05-04,424.8,,,
1553,true,2014-05-05,05-05,424.9,,,
1554,true,2014-05-06,05-06,425,,,
1555,true,2014-05-07,05-07,425,,,
1556,true,2014-05-08,05-08,425.1,,,
1557,true,2014-05-09,05-09,425.2,,,
1558,true,2014-05-10,05-10,425.3,,,
1559,true,2014-05-11,05-11,425.4,,,
1560,true,2014-05-12,05-12,425.4,,,
1561,true,2014-05-13,05-13,425.5,,,
1562,true,2014-05-14,05-14,425.6,,,
1563,true,2014-05-15,05-15,425.7,,,
1564,true,2014-05-16,05-16,425.8,,,
1565,true,2014-05-17,05-17,425.8,,,
1566,true,2014-05-18,05-18,425.9,,,
1567,true,2014-05-19,05-19,426,,,
1568,true,2014-05-20,05-20,426.1,,,
1569,true,2014-05-21,05-21,426.1,,,
1570,true,2014-05-22,05-22,426.2,,,
1571,true,2014-05-23,05-23,426.3,,,
1572,true,2014-05-24,05-24,426.4,,,
1573,true,2014-05-25,05-25,426.5,,,
1574,true,2014-05-26,05-26,426.5,,,
1575,true,2014-05-27,05-27,426.6,,,
1576,true,2014-05-28,05-28,426.7,,,
1577,true,2014-05-29,05-29,426.8,,,
1578,true,2014-05-30,05-30,426.8,,,
1579,true,2014-05-31,05-31,426.9,,,
1580,true,2014-06-01,06-01,427,,,
1581,true,2014-06-02,06-02,427.1,,,
1582,true,2014-06-03,06-03,427.2,,,
1583,true,2014-06-04,06-04,427.2,,,
1584,true,2014-06-05,06-05,427.3,,,
1585,true,2014-06-06,06-06,427.4,,,
1586,true,2014-06-07,06-07,427.5,,,
1587,true,2014-06-08,06-08,427.5,,,
1588,true,2014-06-09,06-09,427.6,,,
1589,true,2014-06-10,06-10,427.7,,,
1590,true,2014-06-11,06-11,427.8,,,
1591,true,2014-06-12,06-12,427.9,,,
1592,true,2014-06-13,06-13,427.9,,,
1593,true,2014-06-14,06-14,428,,,
1594,true,2014-06-15,06-15,428.1,,,
1595,true,2014-06-16,06-16,428.2,,,
1596,true,2014-06-17,06-17,428.2,,,
1597,true,2014-06-18,06-18,428.3,,,
1599,,2014-06-19,06-19,428.4,,,
1600,,2014-06-20,06-20,423.7,,,
1600,true,2014-06-21,06-21,423.8,,,
1601,true,2014-06-22,06-22,423.9,,,
1602,true,2014-06-23,06-23,423.9,,,
1603,true,2014-06-24,06-24,424,,,
1604,true,2014-06-25,06-25,424.1,,,
1605,true,2014-06-26,06-26,424.2,,,
1606,true,2014-06-27,06-27,424.3,,,
1607,true,2014-06-28,06-28,424.3,,,
1608,true,2014-06-29,06-29,424.4,,,
1609,true,2014-06-30,06-30,424.5,,,
1610,true,2014-07-01,07-01,424.6,,,
1611,true,2014-07-02,07-02,424.7,,,
1612,true,2014-07-03,07-03,424.7,,,
1613,true,2014-07-04,07-04,424.8,,,
1614,true,2014-07-05,07-05,424.9,,,
1615,true,2014-07-06,07-06,425,,,
1616,true,2014-07-07,07-07,425.1,,,
1617,true,2014-07-08,07-08,425.1,,,
1618,true,2014-07-09,07-09,425.2,,,
1619,true,2014-07-10,07-10,425.3,,,
1620,true,2014-07-11,07-11,425.4,,,
1621,true,2014-07-12,07-12,425.5,,,
1622,true,2014-07-13,07-13,425.5,,,
1623,true,2014-07-14,07-14,425.6,,,
1624,true,2014-07-15,07-15,425.7,,,
1625,true,2014-07-16,07-16,425.8,,,
1626,true,2014-07-17,07-17,425.9,,,
1627,true,2014-07-18,07-18,425.9,,,
1628,true,2014-07-19,07-19,426,,,
1629,true,2014-07-20,07-20,426.1,,,
1630,true,2014-07-21,07-21,426.2,,,
1631,true,2014-07-22,07-22,426.3,,,
1632,true,2014-07-23,07-23,426.3,,,
1633,true,2014-07-24,07-24,426.4,,,
1634,true,2014-07-25,07-25,426.5,,,
1635,true,2014-07-26,07-26,426.6,,,
1636,true,2014-07-27,07-27,426.7,,,
1637,true,2014-07-28,07-28,426.7,,,
1638,true,2014-07-29,07-29,426.8,,,
1639,true,2014-07-30,07-30,426.9,,,
1640,true,2014-07-31,07-31,427,,,
1641,true,2014-08-01,08-01,427.1,,,
1642,true,2014-08-02,08-02,427.1,,,
1643,true,2014-08-03,08-03,427.2,,,
1645,,2014-08-04,08-04,427.3,,,
1645,true,2014-08-05,08-05,426.7,,,
1646,true,2014-08-06,08-06,426.2,,,
1647,true,2014-08-07,08-07,425.6,,,
1648,true,2014-08-08,08-08,425.1,,,
1649,true,2014-08-09,08-09,424.5,,,
1650,true,2014-08-10,08-10,423.9,,,
1651,true,2014-08-11,08-11,423.4,,,
1652,true,2014-08-12,08-12,422.8,,,
1653,true,2014-08-13,08-13,422.3,,,
1655,,2014-08-14,08-14,421.7,,,
1656,,2014-08-15,08-15,421.9,,,
1657,,2014-08-16,08-16,425.6,,,
1658,,2014-08-17,08-17,422.1,,,
1659,,2014-08-18,08-18,420.3,,,
1660,,2014-08-19,08-19,422.4,,,
1661,,2014-08-20,08-20,417.9,,,
1662,,2014-08-21,08-21,419,,,
1663,,2014-08-22,08-22,416.2,,,
1664,,2014-08-23,08-23,418.5,,,
1665,,2014-08-24,08-24,420.6,,,
1666,,2014-08-25,08-25,421.4,,,
1667,,2014-08-26,08-26,423.9,,,
1668,,2014-08-27,08-27,416.7,,,
1669,,2014-08-28,08-28,415.4,,,
1670,,2014-08-29,08-29,414.6,,,
1671,,2014-08-30,08-30,416.6,,,
1672,,2014-08-31,08-31,417.8,,,
1673,,2014-09-01,09-01,418.1,,,
1674,,2014-09-02,09-02,417.9,,,
1675,,2014-09-03,09-03,422,,,
1676,,2014-09-04,09-04,417.6,,,
1677,,2014-09-05,09-05,414.4,,,
1678,,2014-09-06,09-06,416,,,
1679,,2014-09-07,09-07,417,,,
1680,,2014-09-08,09-08,417.9,,,
1681,,2014-09-09,09-09,418.4,,,
1682,,2014-09-10,09-10,414.6,,,
1683,,2014-09-11,09-11,416.5,,,
1684,,2014-09-12,09-12,409.4,,,
1685,,2014-09-13,09-13,411.8,,,
1686,,2014-09-14,09-14,412,,,
1687,,2014-09-15,09-15,412,,,
1688,,2014-09-16,09-16,410.2,,,
1689,,2014-09-17,09-17,407.4,,,
1690,,2014-09-18,09-18,406,,,
1691,,2014-09-19,09-19,403.7,,,
1692,,2014-09-20,09-20,404.5,,,
1693,,2014-09-21,09-21,405.3,,,
1694,,2014-09-22,09-22,407.2,,,
1695,,2014-09-23,09-23,411.9,,,
1696,,2014-09-24,09-24,405.9,,,
1697,,2014-09-25,09-25,408,,,
1698,,2014-09-26,09-26,405.3,,,
1699,,2014-09-27,09-27,404.8,,,
1700,,2014-09-28,09-28,404.4,,,
1701,,2014-09-29,09-29,403.8,,,
1702,,2014-09-30,09-30,403.8,,,
1703,,2014-10-01,10-01,407,,,
1704,,2014-10-02,10-02,408.3,,,
1705,,2014-10-03,10-03,406.8,,,
1706,,2014-10-04,10-04,406.3,,,
1707,,2014-10-05,10-05,408.6,,,
1708,,2014-10-06,10-06,403.9,,,
1709,,2014-10-07,10-07,402.2,,,
1710,,2014-10-08,10-08,402.8,,,
1711,,2014-10-09,10-09,403.6,,,
1712,,2014-10-10,10-10,402.9,,,
1713,,2014-10-11,10-11,403.7,,,
1714,,2014-10-12,10-12,401,,,
1715,,2014-10-13,10-13,406.1,,,
1716,,2014-10-14,10-14,405.4,,,
1717,,2014-10-15,10-15,402.2,,,
1718,,2014-10-16,10-16,402.8,,,
1719,,2014-10-17,10-17,402.5,,,
1720,,2014-10-18,10-18,402.1,,,
1721,,2014-10-19,10-19,405.3,,,
1722,,2014-10-20,10-20,405.4,,,
1723,,2014-10-21,10-21,407,,,
1724,,2014-10-22,10-22,403.3,,,
1725,,2014-10-23,10-23,398.9,,,
1726,,2014-10-24,10-24,402.6,,,
1726,true,2014-10-25,10-25,402.7,,,
1728,,2014-10-26,10-26,402.8,,,
1729,,2014-10-27,10-27,404.2,,,
1730,,2014-10-28,10-28,407.7,,,
1731,,2014-10-29,10-29,399.8,,,
1732,,2014-10-30,10-30,402.3,,,
1733,,2014-10-31,10-31,401.6,,,
1734,,2014-11-01,11-01,403,,,
1735,,2014-11-02,11-02,404.2,,,
1736,,2014-11-03,11-03,401,,,
1736,true,2014-11-04,11-04,401.1,,,
1738,,2014-11-05,11-05,401.1,,,
1739,,2014-11-06,11-06,401.8,,,
1740,,2014-11-07,11-07,402.6,,,
1741,,2014-11-08,11-08,403.9,,,
1742,,2014-11-09,11-09,404.1,,,
1743,,2014-11-10,11-10,404.8,,,
1744,,2014-11-11,11-11,405,,,
1745,,2014-11-12,11-12,401.8,,,
1746,,2014-11-13,11-13,403.8,,,
1747,,2014-11-14,11-14,404.1,,,
1748,,2014-11-15,11-15,404.7,,,
1749,,2014-11-16,11-16,408.1,,,
1750,,2014-11-17,11-17,409,,,
1751,,2014-11-18,11-18,409.5,,,
1752,,2014-11-19,11-19,407,,,
1753,,2014-11-20,11-20,409.3,,,
1754,,2014-11-21,11-21,407.4,,,
1755,,2014-11-22,11-22,404.8,,,
1755,true,2014-11-23,11-23,408.2,,,
1757,,2014-11-24,11-24,411.5,,,
1758,,2014-11-25,11-25,414.2,,,
1759,,2014-11-26,11-26,415.4,,,
1760,,2014-11-27,11-27,415,,,
1761,,2014-11-28,11-28,413.8,,,
1762,,2014-11-29,11-29,411.4,,,
1763,,2014-11-30,11-30,412.6,,,
1764,,2014-12-01,12-01,412.8,,,
1765,,2014-12-02,12-02,411.5,,,
1766,,2014-12-03,12-03,410.8,,,
1767,,2014-12-04,12-04,414,,,
1767,true,2014-12-05,12-05,414.1,,,
1769,,2014-12-06,12-06,414.2,,,
1770,,2014-12-07,12-07,410.6,,,
1771,,2014-12-08,12-08,411.5,,,
1772,,2014-12-09,12-09,410.6,,,
1773,,2014-12-10,12-10,413.4,,,
1773,true,2014-12-11,12-11,413.7,,,
1775,,2014-12-12,12-12,413.9,,,
1776,,2014-12-13,12-13,414.5,,,
1777,,2014-12-14,12-14,413.6,,,
1777,true,2014-12-15,12-15,415,,,
1779,,2014-12-16,12-16,416.3,,,
1780,,2014-12-17,12-17,417,,,
1781,,2014-12-18,12-18,415.7,,,
1782,,2014-12-19,12-19,418.2,,,
1783,,2014-12-20,12-20,415.6,,,
1784,,2014-12-21,12-21,414.5,,,
1785,,2014-12-22,12-22,413.4,,,
1786,,2014-12-23,12-23,419.2,,,
1787,,2014-12-24,12-24,417.6,,,
1788,,2014-12-25,12-25,417.3,,,
1789,,2014-12-26,12-26,416.2,,,
1790,,2014-12-27,12-27,416,,,
1791,,2014-12-28,12-28,418.7,,,
1792,,2014-12-29,12-29,420.5,,,
1793,,2014-12-30,12-30,421.9,,,
1794,,2014-12-31,12-31,423.7,,,
1795,,2015-01-01,01-01,423.1,,,
1796,,2015-01-02,01-02,421.1,,,
1797,,2015-01-03,01-03,422,,,
1798,,2015-01-04,01-04,420.9,,,
1799,,2015-01-05,01-05,421.7,,,
1799,true,2015-01-06,01-06,419,,,
1801,,2015-01-07,01-07,416.3,,,
1801,true,2015-01-08,01-08,417,,,
1802,true,2015-01-09,01-09,417.7,,,
1803,true,2015-01-10,01-10,418.4,,,
1804,true,2015-01-11,01-11,419.2,,,
1805,true,2015-01-12,01-12,419.9,,,
1806,true,2015-01-13,01-13,420.6,,,
1808,,2015-01-14,01-14,421.3,,,
1808,true,2015-01-15,01-15,421.5,,,
1810,,2015-01-16,01-16,421.6,,,
1811,,2015-01-17,01-17,424.7,,,
1812,,2015-01-18,01-18,422.8,,,
1813,,2015-01-19,01-19,423.3,,,
1814,,2015-01-20,01-20,429.2,,,
1815,,2015-01-21,01-21,422.4,,,
1816,,2015-01-22,01-22,425.7,,,
1817,,2015-01-23,01-23,425.8,,,
1818,,2015-01-24,01-24,424.2,,,
1819,,2015-01-25,01-25,425.1,,,
1820,,2015-01-26,01-26,421.3,,,
1821,,2015-01-27,01-27,427.3,,,
1822,,2015-01-28,01-28,424.2,,,
1822,true,2015-01-29,01-29,423.2,,,
1824,,2015-01-30,01-30,422.1,,,
1825,,2015-01-31,01-31,422.4,,,
1826,,2015-02-01,02-01,421.1,,,
1826,true,2015-02-02,02-02,422.7,,,
1828,,2015-02-03,02-03,424.3,,,
1829,,2015-02-04,02-04,421.2,,,
1830,,2015-02-05,02-05,419.3,,,
1830,true,2015-02-06,02-06,418.8,,,
1832,,2015-02-07,02-07,418.2,,,
1833,,2015-02-08,02-08,419.5,,,
1834,,2015-02-09,02-09,419.5,,,
1834,true,2015-02-10,02-10,419.1,,,
1835,true,2015-02-11,02-11,418.7,,,
1836,true,2015-02-12,02-12,418.2,,,
1837,true,2015-02-13,02-13,417.8,,,
1838,true,2015-02-14,02-14,417.4,,,
1839,true,2015-02-15,02-15,417,,,
1840,true,2015-02-16,02-16,416.6,,,
1841,true,2015-02-17,02-17,416.1,,,
1842,true,2015-02-18,02-18,415.7,,,
1843,true,2015-02-19,02-19,415.3,,,
1844,true,2015-02-20,02-20,414.9,,,
1845,true,2015-02-21,02-21,414.4,,,
1846,true,2015-02-22,02-22,414,,,
1848,,2015-02-23,02-23,413.6,,,
1848,true,2015-02-24,02-24,413.1,,,
1850,,2015-02-25,02-25,412.5,,,
1851,,2015-02-26,02-26,412,,,
